lead_time,adr,total_nights,total_guests,adr_per_guest,total_of_special_requests,booking_changes,previous_cancellations,days_in_waiting_list,required_car_parking_spaces,is_repeated_guest,room_mismatch,hotel,market_segment,deposit_type,customer_type,meal,arrival_season
0,201.0,1,1,201.0,0,0,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
165,181.3,10,4,45.325,1,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
0,161.0,1,1,161.0,0,0,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
66,100.0,9,2,50.0,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
6,282.0,2,4,70.5,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
22,311.33,6,5,62.266,2,1,0,0,1,1,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
165,110.0,9,2,55.0,0,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,FB,Summer
2,150.0,1,2,75.0,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
171,68.0,7,2,34.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
167,59.8,11,2,29.9,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
210,61.88,14,2,30.94,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
171,108.0,7,2,54.0,0,2,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
164,70.0,14,2,35.0,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
180,87.8,10,2,43.9,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
245,84.8,14,2,42.4,1,0,0,0,0,1,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
191,80.03,7,3,26.676666666666666,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
171,70.86,7,2,35.43,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
164,59.8,14,2,29.9,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
196,115.0,5,4,28.75,1,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
171,68.86,7,2,34.43,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
89,0.0,0,2,0.0,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
6,73.0,1,2,36.5,1,0,0,0,0,0,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
6,59.0,1,1,59.0,1,0,0,0,0,1,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Fall
5,42.0,1,1,42.0,1,0,0,0,0,1,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Fall
5,30.0,1,1,30.0,1,0,0,0,0,1,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Fall
6,30.0,2,1,30.0,1,0,0,0,0,1,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Winter
6,35.0,1,1,35.0,1,0,0,0,0,1,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Winter
0,40.0,2,2,20.0,1,0,0,0,0,1,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Winter
1,35.0,2,1,35.0,1,1,0,0,0,1,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Winter
6,35.0,2,1,35.0,1,0,0,0,0,1,0,Resort Hotel,Corporate,No Deposit,Transient,BB,Spring
3,45.0,1,1,45.0,1,0,0,0,0,1,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Spring
12,209.57,7,2,104.785,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
164,68.86,14,2,34.43,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
0,165.0,2,2,82.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
12,181.0,3,2,90.5,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
204,94.6,5,2,47.3,0,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
9,169.0,6,2,84.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
154,64.8,3,2,32.4,0,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
164,70.0,14,2,35.0,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
351,123.5,14,2,61.75,3,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Group,BB,Summer
2,171.0,2,2,85.5,1,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,107.0,2,2,53.5,1,0,0,0,1,1,0,Resort Hotel,Direct,No Deposit,Transient,BB,Spring
2,179.0,2,2,89.5,1,0,0,0,1,1,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
137,119.0,5,2,59.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
113,183.86,7,2,91.93,1,2,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,161.0,1,2,80.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
2,161.0,1,2,80.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
1,144.0,1,2,72.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
179,100.89,10,2,50.445,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,FB,Summer
212,108.0,3,2,54.0,1,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
30,189.0,2,2,94.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
220,70.0,10,2,35.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
122,113.05,6,2,56.525,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
122,110.7,6,2,55.35,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
9,199.0,5,4,49.75,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
177,60.18,14,1,60.18,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
180,70.0,11,2,35.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
182,70.0,9,2,35.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
258,130.5,11,2,65.25,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
322,123.25,11,4,30.8125,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
147,146.1,7,2,73.05,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
23,0.0,0,2,0.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
178,102.9,4,2,51.45,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
17,65.0,1,1,65.0,0,2,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
173,122.85,11,3,40.949999999999996,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,Undefined,Summer
173,134.85,11,3,44.949999999999996,2,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,Undefined,Summer
154,98.4,4,2,49.2,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
191,86.0,7,2,43.0,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
36,154.0,4,2,77.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
178,106.5,6,2,53.25,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
148,154.0,6,2,77.0,1,2,0,0,1,1,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
9,0.0,2,2,0.0,3,0,0,0,0,0,0,Resort Hotel,Complementary,No Deposit,Transient,BB,Summer
164,105.4,14,2,52.7,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
162,88.4,7,2,44.2,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
125,157.86,7,2,78.93,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
59,202.0,2,2,101.0,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
143,112.0,7,2,56.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
38,212.0,3,2,106.0,1,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,149.0,1,2,74.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,176.0,2,2,88.0,0,0,0,0,0,1,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
1,126.0,1,1,126.0,0,0,0,0,1,0,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
27,224.0,4,4,56.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
173,123.64,7,3,41.21333333333333,1,1,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
20,161.0,7,2,80.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
177,120.0,10,2,60.0,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,Undefined,Summer
187,83.0,7,2,41.5,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
187,95.0,7,2,47.5,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
187,83.0,7,2,41.5,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
129,158.67,6,2,79.335,3,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
179,91.4,5,2,45.7,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,FB,Summer
179,24.7,5,2,12.35,1,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,FB,Summer
132,172.0,6,2,86.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
201,64.8,7,2,32.4,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
23,171.0,6,2,85.5,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,151.0,1,2,75.5,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,146.0,2,1,146.0,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
25,155.1,1,2,77.55,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
100,226.0,1,4,56.5,1,3,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
169,120.1,14,2,60.05,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
184,106.5,7,2,53.25,1,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
147,149.0,5,2,74.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
100,208.0,1,2,104.0,2,3,0,0,1,0,1,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
24,171.0,2,3,57.0,1,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
171,119.7,14,2,59.85,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
169,104.55,14,2,52.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
175,115.2,7,3,38.4,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
31,214.87,7,3,71.62333333333333,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
171,90.1,14,2,45.05,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
1,164.0,1,2,82.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
129,146.67,6,2,73.335,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
176,136.2,7,2,68.1,0,0,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
1,171.0,2,2,85.5,1,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
285,73.86,14,2,36.93,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
146,122.7,2,3,40.9,3,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
146,110.7,2,3,36.9,3,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,BB,Summer
171,106.55,10,2,53.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
10,171.5,4,2,85.75,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
107,162.0,4,2,81.0,1,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
174,106.55,7,2,53.275,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
44,181.33,3,2,90.665,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
6,217.0,3,2,108.5,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
18,186.0,2,2,93.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
18,174.0,2,2,87.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
0,158.86,3,2,79.43,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
2,176.0,2,2,88.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
134,140.0,5,1,140.0,1,1,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
134,140.0,5,1,140.0,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
23,160.0,2,2,80.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
165,104.55,14,2,52.275,2,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
1,147.6,2,1,147.6,0,0,0,0,0,0,1,Resort Hotel,Corporate,No Deposit,Transient,BB,Summer
1,176.0,2,2,88.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
148,213.75,4,4,53.4375,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
177,142.2,8,2,71.1,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,FB,Summer
122,162.22,9,2,81.11,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
37,163.65,8,3,54.550000000000004,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,145.0,1,2,72.5,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
1,149.0,1,2,74.5,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
12,152.8,1,2,76.4,0,2,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
55,249.5,2,4,62.375,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,166.5,1,2,83.25,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,157.0,1,2,78.5,0,0,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
68,172.0,2,2,86.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
2,143.2,2,2,71.6,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
185,177.25,8,4,44.3125,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
14,244.0,3,3,81.33333333333333,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
17,187.0,1,3,62.333333333333336,0,1,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
143,106.26,7,2,53.13,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
177,142.2,8,3,47.4,2,1,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient-Party,FB,Summer
0,219.0,2,2,109.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,169.0,1,3,56.333333333333336,0,0,0,0,0,1,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
1,0.0,0,2,0.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
167,160.0,12,3,53.333333333333336,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
182,95.86,7,2,47.93,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
217,90.0,6,2,45.0,1,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
22,186.5,4,4,46.625,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
114,176.0,10,2,88.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
95,158.2,3,3,52.73333333333333,4,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
137,164.0,3,2,82.0,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
122,174.0,9,2,87.0,3,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
227,131.6,8,2,65.8,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
12,240.86,7,3,80.28666666666668,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
12,206.36,7,2,103.18,0,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
227,131.6,8,2,65.8,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
35,204.0,4,3,68.0,1,2,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
177,135.64,7,3,45.21333333333333,1,1,0,0,1,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
148,186.5,5,3,62.166666666666664,0,2,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
19,191.0,4,2,95.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
133,263.57,7,4,65.8925,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,Undefined,Summer
2,194.0,3,2,97.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
1,156.0,2,2,78.0,0,0,0,0,1,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
4,165.8,5,2,82.9,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
126,149.2,10,2,74.6,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
2,176.0,3,2,88.0,1,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,156.0,2,2,78.0,0,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
45,262.5,4,4,65.625,0,1,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
0,115.0,1,2,57.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
134,125.25,4,2,62.625,2,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
33,239.0,2,2,119.5,2,0,0,0,1,0,0,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
65,217.67,6,2,108.835,2,2,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
168,90.1,14,2,45.05,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
168,91.96,14,2,45.98,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,BB,Summer
20,164.71,7,2,82.355,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
152,224.4,5,3,74.8,1,1,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
180,124.22,10,2,62.11,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
188,90.1,14,2,45.05,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
180,112.2,10,2,56.1,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
287,81.6,7,2,40.8,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
287,81.6,7,1,81.6,1,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
287,81.6,7,1,81.6,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
14,135.91,4,2,67.955,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
83,213.7,8,3,71.23333333333333,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
173,116.5,8,2,58.25,0,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
16,157.2,3,2,78.6,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
209,76.22,7,2,38.11,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
153,104.4,7,2,52.2,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
72,287.5,8,4,71.875,0,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
39,271.0,2,4,67.75,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
1,145.67,3,2,72.835,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
17,231.0,6,2,115.5,0,3,0,0,1,0,1,Resort Hotel,Direct,No Deposit,Transient,HB,Summer
224,170.93,14,4,42.7325,0,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,182.6,5,2,91.3,0,0,0,0,0,0,1,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
151,134.75,3,3,44.916666666666664,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
151,120.03,3,3,40.01,2,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
39,271.0,2,4,67.75,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,210.0,1,5,42.0,0,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
12,193.5,4,2,96.75,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
22,191.0,1,2,95.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
85,162.0,7,2,81.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
165,124.2,28,2,62.1,0,0,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
238,74.06,7,2,37.03,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
238,75.77,7,2,37.885,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
169,114.2,14,2,57.1,1,1,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
274,151.5,14,2,75.75,1,0,0,0,0,1,0,Resort Hotel,Offline TA/TO,No Deposit,Contract,HB,Summer
60,160.0,4,2,80.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
60,174.0,4,2,87.0,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
25,191.0,3,2,95.5,2,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
155,102.9,9,2,51.45,2,1,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
1,0.0,0,1,0.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
180,159.34,9,3,53.11333333333334,1,1,0,0,0,0,1,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
161,137.75,7,2,68.875,1,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,HB,Summer
0,95.2,1,1,95.2,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,95.2,1,1,95.2,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
100,296.0,5,4,74.0,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
0,119.0,1,1,119.0,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
0,119.0,1,1,119.0,0,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
14,167.21,2,2,83.605,0,0,0,0,0,0,1,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
15,177.0,5,2,88.5,0,0,0,0,0,0,0,Resort Hotel,Direct,No Deposit,Transient,BB,Summer
34,191.0,2,2,95.5,1,0,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
0,109.0,1,1,109.0,0,0,0,0,0,0,0,Resort Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
1,191.0,2,3,63.666666666666664,1,1,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,HB,Summer
124,217.08,3,3,72.36,1,4,0,0,1,0,0,Resort Hotel,Online TA,No Deposit,Transient,FB,Summer
1,149.0,2,2,74.5,1,0,0,0,0,0,0,Resort Hotel,Online TA,No Deposit,Transient,BB,Summer
